,LSOA21 code,IMD score,IMD decile
29897,E01031487,3.592,10
21720,E01022885,3.595,10
30852,E01032504,3.599,10
5876,E01006195,3.6,10
22408,E01023603,3.602,10
21592,E01022744,3.604,10
21448,E01022590,3.604,10
20653,E01021754,3.605,10
12790,E01013463,3.607,10
31241,E01032983,3.607,10
30121,E01031725,3.607,10
8108,E01008523,3.608,10
15430,E01016245,3.61,10
30111,E01031715,3.611,10
27290,E01028752,3.613,10
30512,E01032149,3.614,10
14260,E01015021,3.614,10
18777,E01019785,3.615,10
18646,E01019653,3.616,10
18821,E01019830,3.62,10
9653,E01010172,3.62,10
27187,E01028644,3.62,10
31337,E01033103,3.621,10
13684,E01014412,3.623,10
21537,E01022688,3.624,10
22608,E01023810,3.625,10
31173,E01032893,3.625,10
20499,E01021584,3.626,10
20140,E01021210,3.627,10
22034,E01023212,3.628,10
3498,E01003671,3.631,10
12274,E01012926,3.634,10
21552,E01022704,3.634,10
22546,E01023744,3.634,10
29300,E01030863,3.634,10
16830,E01017737,3.636,10
21302,E01022430,3.639,10
28883,E01030439,3.641,10
8107,E01008522,3.642,10
28207,E01029724,3.646,10
28900,E01030456,3.646,10
30084,E01031686,3.648,10
22288,E01023476,3.648,10
16126,E01016984,3.651,10
28250,E01029770,3.653,10
24401,E01025696,3.653,10
21690,E01022852,3.655,10
18780,E01019788,3.655,10
30089,E01031691,3.656,10
28952,E01030508,3.657,10
10725,E01011270,3.658,10
15755,E01016587,3.658,10
14147,E01014901,3.658,10
31148,E01032856,3.662,10
28764,E01030316,3.664,10
24387,E01025680,3.664,10
28061,E01029576,3.664,10
18775,E01019783,3.665,10
2790,E01002934,3.665,10
24437,E01025734,3.666,10
28772,E01030324,3.667,10
26179,E01027576,3.668,10
24418,E01025713,3.668,10
13881,E01014618,3.668,10
22285,E01023473,3.668,10
21102,E01022219,3.67,10
21018,E01022130,3.677,10
23102,E01024341,3.677,10
29078,E01030638,3.677,10
10159,E01010691,3.679,10
22618,E01023820,3.681,10
22497,E01023693,3.681,10
17697,E01018663,3.681,10
13707,E01014435,3.682,10
18857,E01019869,3.682,10
17237,E01018176,3.682,10
26362,E01027768,3.683,10
15248,E01016051,3.684,10
31526,E01033375,3.685,10
761,E01000794,3.686,10
20388,E01021467,3.686,10
17544,E01018503,3.687,10
17486,E01018439,3.688,10
29361,E01030924,3.688,10
12454,E01013113,3.692,10
30080,E01031682,3.694,10
8011,E01008422,3.696,10
3628,E01003805,3.697,10
15778,E01016612,3.7,10
21922,E01023092,3.701,10
30714,E01032363,3.701,10
5818,E01006136,3.701,10
31133,E01032839,3.701,10
30303,E01031923,3.702,10
23157,E01024402,3.705,10
31384,E01033169,3.706,10
26702,E01028128,3.709,10
24187,E01025478,3.713,10
22535,E01023733,3.714,10
29343,E01030906,3.715,10
3303,E01003461,3.716,10
30210,E01031822,3.718,10
29270,E01030831,3.718,10
18629,E01019635,3.719,10
10834,E01011386,3.721,10
16787,E01017691,3.721,10
28751,E01030303,3.722,10
18701,E01019708,3.722,10
15803,E01016637,3.723,10
21382,E01022517,3.725,10
22040,E01023218,3.725,10
29320,E01030883,3.726,10
28799,E01030351,3.728,10
14126,E01014880,3.728,10
29715,E01031298,3.73,10
14622,E01015396,3.73,10
21055,E01022168,3.734,10
11716,E01012348,3.737,10
2345,E01002459,3.738,10
28911,E01030467,3.74,10
29280,E01030841,3.74,10
30216,E01031828,3.743,10
26067,E01027456,3.748,10
795,E01000830,3.748,10
7735,E01008132,3.749,10
29986,E01031581,3.751,10
9859,E01010385,3.753,10
20836,E01021941,3.756,10
23083,E01024320,3.761,10
13974,E01014717,3.764,10
20853,E01021958,3.764,10
12704,E01013376,3.764,10
30301,E01031921,3.765,10
986,E01001032,3.765,10
20091,E01021159,3.765,10
17355,E01018301,3.766,10
8941,E01009428,3.767,10
22998,E01024233,3.769,10
16825,E01017732,3.771,10
30389,E01032017,3.772,10
12715,E01013387,3.774,10
6024,E01006343,3.775,10
19349,E01020383,3.776,10
24386,E01025678,3.778,10
3714,E01003892,3.779,10
20177,E01021248,3.779,10
20309,E01021384,3.78,10
17384,E01018334,3.781,10
30153,E01031760,3.782,10
27341,E01028810,3.782,10
24888,E01026206,3.782,10
14003,E01014749,3.784,10
30285,E01031905,3.788,10
3266,E01003424,3.788,10
30079,E01031681,3.794,10
21589,E01022741,3.794,10
12883,E01013560,3.795,10
8304,E01008724,3.796,10
5778,E01006096,3.798,10
30082,E01031684,3.799,10
3688,E01003866,3.804,10
22093,E01023272,3.805,10
9662,E01010181,3.805,10
3314,E01003472,3.806,10
24491,E01025790,3.806,10
12387,E01013044,3.806,10
15703,E01016535,3.809,10
29435,E01031003,3.809,10
28816,E01030369,3.81,10
26066,E01027455,3.81,10
3227,E01003385,3.811,10
21688,E01022850,3.812,10
5754,E01006072,3.813,10
17249,E01018189,3.813,10
17483,E01018436,3.814,10
22447,E01023642,3.815,10
12658,E01013328,3.816,10
22064,E01023243,3.816,10
26925,E01028361,3.817,10
17680,E01018644,3.817,10
6076,E01006395,3.818,10
30143,E01031749,3.82,10
9390,E01009903,3.82,10
19873,E01020940,3.82,10
15739,E01016571,3.821,10
11816,E01012449,3.822,10
24482,E01025780,3.822,10
31223,E01032962,3.827,10
13102,E01013793,3.829,10
11471,E01012071,3.83,10
29373,E01030937,3.83,10
18979,E01020001,3.831,10
31008,E01032676,3.832,10
12273,E01012925,3.833,10
12507,E01013171,3.835,10
31299,E01033055,3.838,10
9710,E01010231,3.839,10
26920,E01028356,3.84,10
29077,E01030637,3.841,10
15529,E01016350,3.842,10
14129,E01014883,3.842,10
21553,E01022705,3.843,10
26495,E01027914,3.844,10
24400,E01025695,3.846,10
6826,E01007188,3.847,10
22672,E01023878,3.848,10
20373,E01021452,3.848,10
17338,E01018284,3.848,10
16785,E01017689,3.849,10
25186,E01026521,3.85,10
14623,E01015397,3.851,10
22238,E01023423,3.852,10
18837,E01019848,3.854,10
28656,E01030205,3.855,10
5765,E01006083,3.857,10
16576,E01017459,3.858,10
12458,E01013117,3.859,10
31305,E01033062,3.859,10
31888,E01034051,3.860760147601476,10
26960,E01028397,3.862,10
18819,E01019828,3.863,10
28822,E01030375,3.866,10
21703,E01022867,3.867,10
20976,E01022085,3.868,10
27171,E01028628,3.868,10
3680,E01003858,3.877,10
19366,E01020401,3.882,10
30892,E01032549,3.882,10
28793,E01030345,3.883,10
12795,E01013468,3.884,10
23490,E01024751,3.887,10
29362,E01030925,3.888,10
26016,E01027401,3.89,10
28372,E01029894,3.891,10
18257,E01019249,3.894,10
25707,E01027075,3.897,10
29635,E01031214,3.898,10
28776,E01030328,3.899,10
21082,E01022196,3.9,10
17306,E01018248,3.9,10
10591,E01011132,3.9,10
9708,E01010229,3.901,10
30521,E01032158,3.906,10
17093,E01018019,3.907,10
7527,E01007915,3.911,10
21830,E01023000,3.911,10
21422,E01022563,3.913,10
15470,E01016289,3.914,10
12901,E01013578,3.914,10
4453,E01004707,3.915,10
19347,E01020381,3.915,10
24695,E01026004,3.916,10
21598,E01022750,3.918,10
26330,E01027732,3.922,10
21340,E01022471,3.922,10
11566,E01012183,3.923,10
9677,E01010197,3.923,10
7532,E01007920,3.924,10
5780,E01006098,3.927,10
22237,E01023422,3.927,10
25562,E01026915,3.928,10
21726,E01022892,3.93,10
31297,E01033053,3.93,10
28815,E01030368,3.931,10
5490,E01005807,3.933,10
21562,E01022714,3.933,10
21903,E01023073,3.933,10
12459,E01013118,3.934,10
15561,E01016386,3.934,10
30142,E01031748,3.936,10
9679,E01010199,3.938,10
6252,E01006583,3.939,10
12410,E01013068,3.94,10
20361,E01021438,3.942,10
16578,E01017462,3.942,10
16847,E01017754,3.943,10
28967,E01030523,3.943,10
15114,E01015912,3.944,10
10580,E01011120,3.944,10
16957,E01017866,3.946,10
18633,E01019640,3.95,10
9291,E01009803,3.951,10
20522,E01021609,3.951,10
28074,E01029589,3.953,10
8010,E01008421,3.953,10
31212,E01032948,3.953,10
30891,E01032548,3.955,10
14225,E01014985,3.956,10
15692,E01016524,3.957,10
266,E01000280,3.958,10
9862,E01010388,3.96,10
30078,E01031680,3.961,10
17513,E01018471,3.963,10
28775,E01030327,3.964,10
19769,E01020829,3.964,10
13753,E01014482,3.966,10
16643,E01017532,3.966,10
20163,E01021234,3.967,10
9675,E01010195,3.967,10
26320,E01027722,3.967,10
25636,E01027001,3.967,10
20148,E01021219,3.972,10
22091,E01023270,3.977,10
15815,E01016652,3.978,10
19637,E01020683,3.98,10
17216,E01018155,3.983,10
29399,E01030963,3.983,10
29423,E01030990,3.984,10
27933,E01029442,3.985,10
24325,E01025616,3.985,10
7550,E01007938,3.989,10
28824,E01030377,3.989,10
13973,E01014716,3.989,10
24533,E01025835,3.989,10
19001,E01020024,3.991,10
7065,E01007430,3.991,10
8135,E01008550,3.992,10
16124,E01016982,3.993,10
24500,E01025800,3.994,10
17642,E01018605,3.994,10
5918,E01006237,3.994,10
28655,E01030204,3.996,10
11021,E01011593,3.997,10
20182,E01021253,3.997,10
20638,E01021739,3.998,10
31444,E01033252,4.0,10
25916,E01027298,4.001,10
9669,E01010189,4.001,10
22187,E01023371,4.004,10
29230,E01030791,4.005,10
30770,E01032419,4.005,10
29120,E01030680,4.005,10
21228,E01022350,4.006,10
23159,E01024404,4.006,10
18103,E01019087,4.007,10
12432,E01013090,4.007,10
21179,E01022297,4.009,10
19669,E01020719,4.011,10
21486,E01022632,4.012,10
24062,E01025345,4.016,10
27248,E01028707,4.017,10
22060,E01023239,4.018,10
16965,E01017874,4.019,10
28930,E01030486,4.02,10
9333,E01009845,4.022,10
16974,E01017884,4.022,10
25911,E01027293,4.023,10
15823,E01016660,4.023,10
29135,E01030695,4.025,10
16639,E01017528,4.026,10
11814,E01012447,4.026,10
13670,E01014395,4.027,10
24358,E01025650,4.027,10
3624,E01003801,4.028,10
22387,E01023581,4.03,10
19984,E01021052,4.034,10
25909,E01027291,4.037,10
16963,E01017872,4.038,10
24975,E01026300,4.04,10
5766,E01006084,4.041,10
31149,E01032857,4.042,10
14127,E01014881,4.042,10
21926,E01023096,4.042,10
22414,E01023609,4.042,10
16855,E01017762,4.042,10
21282,E01022406,4.043,10
21873,E01023043,4.045,10
21731,E01022897,4.045,10
3267,E01003425,4.046,10
25085,E01026413,4.047,10
22036,E01023214,4.048,10
11584,E01012201,4.05,10
28812,E01030365,4.05,10
3917,E01004117,4.051,10
20501,E01021586,4.051,10
30099,E01031702,4.051,10
27353,E01028823,4.051,10
740,E01000772,4.052,10
26658,E01028084,4.052,10
13700,E01014428,4.053,10
18751,E01019758,4.053,10
24324,E01025615,4.055,10
14133,E01014887,4.057,10
21944,E01023114,4.058,10
20272,E01021345,4.058,10
21371,E01022505,4.059,10
31121,E01032827,4.06,10
3243,E01003401,4.061,10
262,E01000276,4.061,10
31770,E01033714,4.062,10
16555,E01017436,4.064,10
21574,E01022726,4.064,10
30503,E01032140,4.065,10
17318,E01018263,4.066,10
16954,E01017863,4.066,10
14235,E01014995,4.069,10
26207,E01027606,4.069,10
22132,E01023313,4.07,10
2773,E01002917,4.073,10
2366,E01002480,4.074,10
23690,E01024963,4.075,10
16822,E01017729,4.077,10
17396,E01018346,4.079,10
343,E01000357,4.079,10
21712,E01022877,4.082,10
16877,E01017785,4.082,10
20486,E01021569,4.082,10
5470,E01005787,4.082,10
30152,E01031759,4.083,10
19192,E01020222,4.083,10
17736,E01018702,4.083,10
28373,E01029895,4.084,10
3905,E01004104,4.084,10
16517,E01017393,4.085,10
23582,E01024850,4.09,10
14027,E01014775,4.09,10
9295,E01009807,4.09,10
15813,E01016649,4.092,10
19558,E01020603,4.093,10
20173,E01021244,4.094,10
28920,E01030476,4.095,10
26319,E01027721,4.096,10
17303,E01018245,4.097,10
20534,E01021622,4.099,10
15387,E01016199,4.102,10
4758,E01005020,4.105,10
20175,E01021246,4.105,10
31213,E01032949,4.106,10
29217,E01030778,4.107,10
5479,E01005796,4.107,10
30346,E01031970,4.107,10
7545,E01007933,4.108,10
14240,E01015001,4.108,10
16082,E01016939,4.109,10
18982,E01020004,4.11,10
29310,E01030873,4.11,10
12741,E01013413,4.111,10
16861,E01017768,4.112,10
6636,E01006990,4.112,10
12321,E01012978,4.113,10
29356,E01030919,4.113,10
12433,E01013091,4.114,10
22090,E01023269,4.116,10
3570,E01003746,4.117,10
28827,E01030380,4.117,10
7551,E01007939,4.117,10
26786,E01028215,4.117,10
27235,E01028694,4.119,10
26317,E01027719,4.119,10
17378,E01018325,4.12,10
28221,E01029741,4.12,10
30074,E01031675,4.122,10
5761,E01006079,4.122,10
31527,E01033376,4.123,10
22691,E01023898,4.125,10
28833,E01030387,4.126,10
7749,E01008146,4.126,10
26310,E01027712,4.129,10
22013,E01023189,4.129,10
24384,E01025676,4.131,10
21807,E01022977,4.132,10
30124,E01031729,4.132,10
28951,E01030507,4.132,10
17701,E01018667,4.133,10
24587,E01025891,4.134,10
26315,E01027717,4.135,10
15600,E01016425,4.135,10
27593,E01029083,4.135,10
19325,E01020358,4.137,10
24621,E01025928,4.137,10
25175,E01026510,4.137,10
8012,E01008423,4.138,10
16748,E01017648,4.139,10
26268,E01027670,4.144,10
30654,E01032300,4.145,10
28586,E01030128,4.147,10
15509,E01016329,4.15,10
28906,E01030462,4.15,10
26316,E01027718,4.151,10
15585,E01016410,4.151,10
11922,E01012558,4.152,10
22321,E01023512,4.152,10
28889,E01030445,4.153,10
21525,E01022675,4.154,10
10979,E01011549,4.157,10
20581,E01021673,4.159,10
22357,E01023551,4.159,10
20506,E01021591,4.159,10
30261,E01031874,4.159,10
22271,E01023458,4.16,10
25172,E01026507,4.161,10
24598,E01025902,4.163,10
2321,E01002435,4.163,10
30049,E01031650,4.166,10
5886,E01006205,4.167,10
17197,E01018134,4.168,10
3669,E01003846,4.171,10
30067,E01031668,4.173,10
30464,E01032097,4.174,10
16203,E01017062,4.174,10
24340,E01025632,4.176,10
22094,E01023273,4.177,10
26164,E01027561,4.178,10
16908,E01017816,4.181,10
4544,E01004804,4.181,10
18304,E01019300,4.182,10
17724,E01018690,4.183,10
19211,E01020242,4.184,10
21381,E01022516,4.184,10
26948,E01028385,4.184,10
12431,E01013089,4.185,10
17594,E01018554,4.186,10
5783,E01006101,4.187,10
776,E01000809,4.188,10
21059,E01022172,4.19,10
11675,E01012301,4.19,10
22330,E01023523,4.191,10
24092,E01025377,4.193,10
27277,E01028739,4.195,10
22480,E01023675,4.195,10
17639,E01018602,4.196,10
16530,E01017408,4.197,10
22315,E01023505,4.198,10
15822,E01016659,4.201,10
15474,E01016294,4.204,10
30131,E01031736,4.206,10
22384,E01023578,4.207,10
30092,E01031695,4.208,10
16898,E01017806,4.208,10
9682,E01010202,4.211,10
16864,E01017771,4.211,10
21706,E01022870,4.213,10
24675,E01025982,4.213,10
29677,E01031259,4.214,10
25891,E01027271,4.214,10
12788,E01013461,4.214,10
16960,E01017869,4.215,10
17669,E01018633,4.217,10
17024,E01017936,4.218,10
30017,E01031615,4.218,10
12887,E01013564,4.219,10
10652,E01011196,4.219,10
24357,E01025649,4.22,10
22236,E01023421,4.221,10
25679,E01027046,4.226,10
30701,E01032348,4.227,10
2147,E01002257,4.228,10
15247,E01016050,4.23,10
13418,E01014132,4.231,10
29056,E01030616,4.231,10
28141,E01029657,4.231,10
31871,E01034764,4.231799159271368,10
17616,E01018578,4.232,10
6062,E01006381,4.232,10
17258,E01018198,4.232,10
29548,E01031121,4.234,10
26238,E01027639,4.235,10
27261,E01028721,4.235,10
8939,E01009426,4.237,10
13750,E01014479,4.237,10
29049,E01030607,4.239,10
7566,E01007955,4.241,10
26966,E01028403,4.241,10
13110,E01013803,4.242,10
29035,E01030593,4.243,10
19136,E01020165,4.245,10
12706,E01013378,4.245,10
16911,E01017819,4.246,10
17044,E01017959,4.247,10
23849,E01025126,4.248,10
20527,E01021614,4.249,10
20814,E01021919,4.253,10
25238,E01026574,4.253,10
22547,E01023745,4.255,10
14157,E01014911,4.259,10
22701,E01023908,4.26,10
10900,E01011458,4.261,10
25898,E01027280,4.262,10
21722,E01022888,4.262,10
15706,E01016538,4.263,10
22225,E01023410,4.264,10
30076,E01031678,4.266,10
27152,E01028606,4.27,10
18677,E01019684,4.271,10
11565,E01012182,4.273,10
31563,E01033426,4.273,10
22738,E01023948,4.274,10
15496,E01016316,4.274,10
31577,E01033444,4.276,10
30208,E01031820,4.279,10
5871,E01006190,4.279,10
20955,E01022062,4.281,10
19303,E01020336,4.281,10
12792,E01013465,4.282,10
7549,E01007937,4.284,10
781,E01000814,4.284,10
4687,E01004949,4.285,10
9657,E01010176,4.287,10
12681,E01013351,4.289,10
17668,E01018632,4.29,10
28861,E01030417,4.29,10
30680,E01032326,4.29,10
5817,E01006135,4.29,10
10051,E01010580,4.293,10
21874,E01023044,4.293,10
9670,E01010190,4.294,10
22235,E01023420,4.294,10
9674,E01010194,4.294,10
27934,E01029443,4.295,10
5872,E01006191,4.296,10
30299,E01031919,4.297,10
30895,E01032554,4.298,10
15690,E01016522,4.298,10
20650,E01021751,4.303,10
16762,E01017664,4.304,10
29709,E01031292,4.304,10
27227,E01028685,4.306,10
19383,E01020418,4.306,10
3305,E01003463,4.307,10
10993,E01011563,4.307,10
31400,E01033189,4.307,10
27194,E01028652,4.31,10
17123,E01018055,4.31,10
28821,E01030374,4.311,10
19385,E01020420,4.313,10
27284,E01028746,4.313,10
15421,E01016235,4.314,10
4639,E01004901,4.315,10
28829,E01030382,4.315,10
804,E01000839,4.317,10
25554,E01026907,4.317,10
11210,E01011797,4.317,10
791,E01000826,4.317,10
28842,E01030396,4.318,10
24979,E01026305,4.318,10
18843,E01019855,4.318,10
843,E01000882,4.319,10
18822,E01019831,4.319,10
12763,E01013436,4.32,10
14370,E01015131,4.32,10
31855,E01035561,4.321344594594595,10
26769,E01028198,4.323,10
2865,E01003010,4.323,10
27950,E01029459,4.323,10
14102,E01014855,4.324,10
30040,E01031641,4.325,10
15281,E01016085,4.326,10
651,E01000682,4.327,10
29354,E01030917,4.327,10
13747,E01014476,4.327,10
19636,E01020682,4.327,10
17601,E01018561,4.329,10
21531,E01022682,4.33,10
22891,E01024114,4.33,10
29377,E01030941,4.33,10
15941,E01016796,4.332,10
18695,E01019702,4.335,10
18600,E01019606,4.339,10
20311,E01021386,4.343,10
9343,E01009855,4.343,10
28892,E01030448,4.343,10
20502,E01021587,4.344,10
16565,E01017447,4.344,10
20791,E01021896,4.345,10
20328,E01021403,4.345,10
20176,E01021247,4.345,10
19322,E01020355,4.346,10
22393,E01023587,4.348,10
23172,E01024418,4.348,10
30744,E01032393,4.349,10
12685,E01013355,4.349,10
27032,E01028476,4.35,10
13694,E01014422,4.35,10
25879,E01027258,4.35,10
30345,E01031969,4.351,10
24413,E01025708,4.351,10
16876,E01017784,4.352,10
29402,E01030966,4.355,10
24145,E01025434,4.358,10
15464,E01016282,4.358,10
22453,E01023648,4.359,10
15733,E01016565,4.36,10
27022,E01028464,4.36,10
21103,E01022220,4.361,10
14732,E01015515,4.363,10
4241,E01004478,4.363,10
12682,E01013352,4.363,10
9195,E01009705,4.364,10
17628,E01018590,4.365,10
18598,E01019604,4.366,10
7544,E01007932,4.366,10
15909,E01016761,4.366,10
28977,E01030533,4.367,10
12691,E01013361,4.368,10
23467,E01024725,4.37,10
28825,E01030378,4.371,10
23214,E01024461,4.373,10
19361,E01020395,4.373,10
21007,E01022119,4.376,10
29067,E01030627,4.376,10
24981,E01026307,4.377,10
17614,E01018576,4.378,10
21023,E01022135,4.378,10
16729,E01017626,4.378,10
9067,E01009560,4.379,10
12690,E01013360,4.379,10
6824,E01007186,4.38,10
31205,E01032940,4.38,10
30449,E01032080,4.38,10
31401,E01033190,4.383,10
11116,E01011699,4.385,10
21711,E01022876,4.386,10
8082,E01008495,4.387,10
7446,E01007824,4.387,10
20179,E01021250,4.389,10
11708,E01012339,4.39,10
27246,E01028705,4.391,10
22614,E01023816,4.391,10
14100,E01014853,4.393,10
20500,E01021585,4.393,10
30371,E01031997,4.395,10
26484,E01027899,4.397,10
12900,E01013577,4.397,10
16143,E01017001,4.398,10
17621,E01018583,4.398,10
12550,E01013215,4.399,10
21596,E01022748,4.4,10
23692,E01024965,4.401,10
13729,E01014457,4.401,10
28792,E01030344,4.403,10
30139,E01031745,4.405,10
15831,E01016669,4.407,10
20544,E01021633,4.408,10
15513,E01016333,4.41,10
20999,E01022111,4.412,10
12794,E01013467,4.412,10
9303,E01009815,4.413,10
15413,E01016227,4.414,10
17346,E01018292,4.416,10
23084,E01024321,4.417,10
21620,E01022772,4.417,10
6574,E01006926,4.417,10
24868,E01026186,4.418,10
16952,E01017861,4.419,10
29235,E01030796,4.422,10
11855,E01012490,4.422,10
616,E01000645,4.426,10
14208,E01014964,4.427,10
24869,E01026187,4.427,10
