LSOA code (2011),Total population: mid 2015 (excluding prisoners)
E01001415,1663.00
E01001416,1713.00
E01001417,1803.00
E01001418,1738.00
E01001419,2103.00
E01001420,1660.00
E01001421,1655.00
E01001422,1656.00
E01001423,1990.00
E01001424,1246.00
E01001425,2112.00
E01001426,1968.00
E01001427,1992.00
E01001428,1812.00
E01001429,2554.00
E01001430,1914.00
E01001431,1796.00
E01001432,2070.00
E01001433,1908.00
E01001434,1610.00
E01001435,1500.00
E01001436,1907.00
E01001437,2579.00
E01001438,1678.00
E01001439,2239.00
E01001440,1678.00
E01001441,1654.00
E01001442,1814.00
E01001444,1794.00
E01001445,2961.00
E01001446,1875.00
E01001447,2051.00
E01001448,1860.00
E01001449,1697.00
E01001450,2105.00
E01001451,1623.00
E01001452,1400.00
E01001453,1809.00
E01001454,1710.00
E01001455,1521.00
E01001456,1404.00
E01001457,1668.00
E01001458,1875.00
E01001459,1750.00
E01001460,2005.00
E01001461,1842.00
E01001462,1429.00
E01001463,1664.00
E01001464,1357.00
E01001465,1620.00
E01001466,1814.00
E01001467,1932.00
E01001468,1315.00
E01001469,1727.00
E01001470,1625.00
E01001471,1905.00
E01001472,1733.00
E01001473,1567.00
E01001474,1908.00
E01001475,1692.00
E01001476,1854.00
E01001477,1895.00
E01001478,1553.00
E01001479,1862.00
E01001480,1625.00
E01001481,1709.00
E01001482,1940.00
E01001483,1251.00
E01001484,1389.00
E01001485,1979.00
E01001486,2287.00
E01001487,1979.00
E01001488,2024.00
E01001489,1951.00
E01001491,2055.00
E01001492,2093.00
E01001493,1902.00
E01001494,1525.00
E01001495,1910.00
E01001496,1726.00
E01001497,1476.00
E01001498,2036.00
E01001499,1550.00
E01001500,1601.00
E01001501,2068.00
E01001502,1895.00
E01001503,1989.00
E01001504,1496.00
E01001505,1688.00
E01001506,1616.00
E01001507,2016.00
E01001508,2082.00
E01001509,1853.00
E01001510,1055.00
E01001511,1799.00
E01001512,2136.00
E01001513,1811.00
E01001514,1854.00
E01001515,2043.00
E01001516,1836.00
E01001517,1917.00
E01001518,1882.00
E01001519,2675.00
E01001520,1781.00
E01001521,1889.00
E01001522,2010.00
E01001523,1801.00
E01001524,1669.00
E01001525,1944.00
E01001526,1687.00
E01001527,1680.00
E01001528,1331.00
E01001529,1771.00
E01001530,1500.00
E01001531,1524.00
E01001532,1707.00
E01001533,1474.00
E01001534,1670.00
E01001535,1464.00
E01001536,1850.00
E01001537,1773.00
E01001538,1642.00
E01001539,1659.00
E01001540,1807.00
E01001541,1523.00
E01001542,1600.00
E01001543,1599.00
E01001544,1659.00
E01001545,1897.00
E01001546,1897.00
E01001547,2030.00
E01001548,1916.00
E01001549,2072.00
E01001550,1680.00
E01001551,1782.00
E01001552,1845.00
E01001553,1772.00
E01001554,1941.00
E01001555,2039.00
E01001556,1691.00
E01001557,1734.00
E01001558,1781.00
E01001559,2244.00
E01001560,1671.00
E01001562,2231.00
E01001563,1728.00
E01001564,1666.00
E01001565,1806.00
E01001566,1686.00
E01001567,1634.00
E01001568,1532.00
E01001569,1954.00
E01001570,2014.00
E01001571,1793.00
E01001572,1827.00
E01001573,1619.00
E01001574,2089.00
E01001575,1717.00
E01001576,1855.00
E01001577,2085.00
E01001578,2302.00
E01001579,1648.00
E01001580,1733.00
E01001581,1634.00
E01001582,1490.00
E01001583,1638.00
E01001584,1543.00
E01001585,1504.00
E01001586,1453.00
E01001587,2165.00
E01001588,1729.00
E01001589,1833.00
E01001590,1741.00
E01001591,2076.00
E01001592,1843.00
E01001593,1751.00
E01001594,1992.00
E01001595,2226.00
E01001596,1609.00
E01001597,1613.00
E01001598,1605.00
E01001599,1793.00
E01001600,1649.00
E01001601,1563.00
E01001602,1956.00
E01001603,1736.00
E01001604,1499.00
E01001605,1637.00
E01001606,1696.00
E01001607,1618.00
E01001608,1486.00
E01001609,1678.00
E01001610,1703.00
E01001611,1732.00
E01001613,1639.00
E01001614,1446.00
E01001615,1588.00
E01001617,1631.00
E01001618,1758.00
E01001619,1954.00
E01001620,1561.00
E01001621,1691.00
E01001623,1785.00
E01001624,1523.00
E01001625,1647.00
E01001629,2376.00
E01001631,2260.00
E01001632,2624.00
E01001633,1663.00
E01001634,1740.00
E01001635,1737.00
E01001636,1878.00
E01001637,1963.00
E01001638,2106.00
E01001640,3227.00
E01001641,1873.00
E01001642,1693.00
E01001644,2339.00
E01001645,1650.00
E01001646,2657.00
E01001647,1474.00
E01001648,1708.00
E01001649,1619.00
E01001650,1793.00
E01001651,1742.00
E01001652,1631.00
E01001653,1631.00
E01001654,1602.00
E01001655,1672.00
E01001656,1313.00
E01001657,1728.00
E01001658,1689.00
E01001659,1446.00
E01001660,1678.00
E01001661,1581.00
E01001662,2077.00
E01001664,1939.00
E01001665,2052.00
E01001666,1492.00
E01001667,1568.00
E01001668,2722.00
E01001669,2152.00
E01001671,1687.00
E01001672,2027.00
E01001673,2061.00
E01001674,2198.00
E01001675,2118.00
E01001676,1963.00
E01001677,2258.00
E01001678,1723.00
E01001679,1501.00
E01001680,1595.00
E01001681,1345.00
E01001682,1412.00
E01001683,1597.00
E01001684,1426.00
E01001685,1605.00
E01001686,1802.00
E01001687,1287.00
E01001688,2829.00
E01001690,2120.00
E01001692,1517.00
E01001693,1785.00
E01001694,1920.00
E01001695,1519.00
E01001696,1302.00
E01001697,2459.00
E01001698,1931.00
E01001699,1604.00
E01001700,2098.00
E01001701,1729.00
E01001702,1681.00
E01001703,2003.00
E01001704,1645.00
E01001705,2144.00
E01001706,1374.00
E01001708,1653.00
E01001709,1210.00
E01001710,1819.00
E01001711,1414.00
E01001712,2221.00
E01001713,1695.00
E01001714,1580.00
E01001715,1401.00
E01001716,1529.00
E01001717,1266.00
E01001718,1870.00
E01001719,1160.00
E01001720,1999.00
E01001722,2358.00
E01001723,2099.00
E01001724,2431.00
E01001725,1948.00
E01001726,1441.00
E01001727,1973.00
E01001728,2107.00
E01001729,2135.00
E01001730,2266.00
E01001731,2931.00
E01001732,1990.00
E01001733,1868.00
E01001734,1800.00
E01001735,1706.00
E01001736,1631.00
E01001737,1813.00
E01001738,1823.00
E01001739,2115.00
E01001740,1523.00
E01001741,1609.00
E01001742,1985.00
E01001744,2051.00
E01001745,2310.00
E01001746,1668.00
E01001747,2360.00
E01001748,2654.00
E01001749,1595.00
E01001750,2173.00
E01001751,1742.00
E01001752,2695.00
E01001753,1708.00
E01001754,3449.00
E01001755,1795.00
E01001756,2257.00
E01001757,1824.00
E01001758,2274.00
E01001759,1893.00
E01001760,1796.00
E01001761,1725.00
E01001762,1943.00
E01001763,2241.00
E01001764,2039.00
E01001765,1886.00
E01001767,1697.00
E01001768,1954.00
E01001769,1635.00
E01001770,1965.00
E01001772,1305.00
E01001773,2294.00
E01001774,2222.00
E01001775,1933.00
E01001776,1404.00
E01001777,2247.00
E01001779,2722.00
E01001780,1861.00
E01001781,1700.00
E01001782,2536.00
E01001783,1930.00
E01001784,2411.00
E01001785,1617.00
E01001786,2164.00
E01001787,1640.00
E01001788,1645.00
E01001789,1783.00
E01001790,1290.00
E01001791,1490.00
E01001792,2013.00
E01001793,1736.00
E01001794,2087.00
E01001795,1446.00
E01001796,1878.00
E01001798,1795.00
E01001799,1659.00
E01001800,1764.00
E01001801,1740.00
E01001802,1404.00
E01001803,2033.00
E01001804,1625.00
E01001805,1306.00
E01001806,1578.00
E01001807,2025.00
E01001808,2084.00
E01001809,2234.00
E01001811,1373.00
E01001812,1941.00
E01001813,1534.00
E01001814,1640.00
E01001815,1846.00
E01001816,1676.00
E01001819,1758.00
E01001820,1448.00
E01001821,1452.00
E01001822,1783.00
E01001823,1971.00
E01001824,1785.00
E01001825,1650.00
E01001826,1767.00
E01001827,2166.00
E01001828,2241.00
E01001829,1850.00
E01001830,2003.00
E01001831,1714.00
E01001832,1753.00
E01001833,2523.00
E01001834,1996.00
E01001835,1293.00
E01001836,2096.00
E01001837,1568.00
E01001838,1739.00
E01001839,2685.00
E01001840,1784.00
E01001841,1556.00
E01001842,1597.00
E01001843,1347.00
E01001844,2186.00
E01001845,1553.00
E01001846,1293.00
E01001847,1420.00
E01001848,1811.00
E01001849,2591.00
E01001850,1814.00
E01001851,1651.00
E01001852,1784.00
E01001853,1496.00
E01001854,1713.00
E01001855,1661.00
E01001856,1621.00
E01001857,1479.00
E01001858,1700.00
E01001859,2602.00
E01001860,1831.00
E01001861,1480.00
E01001862,1790.00
E01001863,1525.00
E01001864,1531.00
E01001865,1747.00
E01001866,1553.00
E01001867,1352.00
E01001868,1283.00
E01001869,1396.00
E01001870,1835.00
E01001871,1619.00
E01001872,1569.00
E01001873,1406.00
E01001874,2509.00
E01001875,1831.00
E01001876,1881.00
E01001877,1322.00
E01001878,1584.00
E01001879,1420.00
E01001880,1486.00
E01001881,1794.00
E01001882,1699.00
E01001883,1395.00
E01001884,1884.00
E01001885,1190.00
E01001886,1468.00
E01001887,1471.00
E01001888,1589.00
E01001889,1345.00
E01001890,1822.00
E01001891,2112.00
E01001892,1327.00
E01001893,1114.00
E01001894,1282.00
E01001895,1493.00
E01001896,1528.00
E01001897,1455.00
E01001898,1627.00
E01001899,1360.00
E01001900,1698.00
E01001901,1662.00
E01001902,1648.00
E01001903,1625.00
E01001904,1589.00
E01001905,1673.00
E01001906,1377.00
E01001907,1277.00
E01001908,1549.00
E01001909,1925.00
E01001910,1433.00
E01001911,1805.00
E01001912,1618.00
E01001913,1530.00
E01001914,1702.00
E01001915,1569.00
E01001916,1385.00
E01001917,1427.00
E01001918,1529.00
E01001919,1576.00
E01001920,1467.00
E01001921,1572.00
E01001922,1603.00
E01001923,1557.00
E01001924,1735.00
E01001925,1695.00
E01001926,1427.00
E01001927,1473.00
E01001928,1614.00
E01001929,1338.00
E01001930,1851.00
E01001931,1307.00
E01001932,1570.00
E01001933,1292.00
E01001934,1686.00
E01001935,2047.00
E01001937,1866.00
E01001938,1579.00
E01001939,2554.00
E01001940,1518.00
E01001941,1745.00
E01001942,1821.00
E01001943,1959.00
E01001944,1739.00
E01001945,1647.00
E01001946,1564.00
E01001947,1472.00
E01001948,1939.00
E01001949,1509.00
E01001950,1505.00
E01001951,1623.00
E01001952,1643.00
E01001953,1279.00
E01001954,1488.00
E01001955,1961.00
E01001956,1534.00
E01001957,1574.00
E01001958,1604.00
E01001959,1663.00
E01001960,1987.00
E01001961,1500.00
E01001962,1804.00
E01001963,1818.00
E01001964,1662.00
E01001965,1705.00
E01001966,1463.00
E01001967,1571.00
E01001968,1743.00
E01001969,2019.00
E01001970,2177.00
E01001971,1992.00
E01001972,1786.00
E01001973,2469.00
E01001974,2310.00
E01001975,1984.00
E01001976,1697.00
E01001977,1618.00
E01001978,1956.00
E01001979,2497.00
E01001980,2042.00
E01001981,1845.00
E01001982,1871.00
E01001983,1658.00
E01001984,1757.00
E01001985,1722.00
E01001986,1611.00
E01001987,1835.00
E01001988,1757.00
E01001989,1747.00
E01001990,2202.00
E01001991,1675.00
E01001992,1768.00
E01001993,1622.00
E01001994,1728.00
E01001995,2479.00
E01001996,1710.00
E01001997,1548.00
E01001998,2226.00
E01001999,2193.00
E01002000,1763.00
E01002001,1749.00
E01002002,1761.00
E01002003,2425.00
E01002004,2032.00
E01002005,1536.00
E01002006,1562.00
E01002007,1550.00
E01002008,1402.00
E01002009,1576.00
E01002010,1608.00
E01002011,1591.00
E01002013,1435.00
E01002014,1686.00
E01002015,1516.00
E01002016,1906.00
E01002017,1935.00
E01002018,1445.00
E01002019,1479.00
E01002020,1579.00
E01002021,1451.00
E01002022,1850.00
E01002023,1437.00
E01002024,1406.00
E01002025,1607.00
E01002026,1779.00
E01002027,1592.00
E01002028,1865.00
E01002029,1937.00
E01002030,1787.00
E01002031,2116.00
E01002032,1923.00
E01002033,2030.00
E01002034,2109.00
E01002036,1743.00
E01002037,2155.00
E01002038,1940.00
E01002039,1529.00
E01002040,2202.00
E01002041,1969.00
E01002042,1582.00
E01002043,2199.00
E01002044,1795.00
E01002045,2313.00
E01002046,1948.00
E01002047,1801.00
E01002048,2158.00
E01002049,2001.00
E01002050,1965.00
E01002051,1802.00
E01002052,2186.00
E01002053,1853.00
E01002054,1839.00
E01002055,1822.00
E01002056,2405.00
E01002057,1807.00
E01002058,1774.00
E01002059,1699.00
E01002060,1837.00
E01002061,1722.00
E01002062,1945.00
E01002063,1599.00
E01002064,1450.00
E01002065,1702.00
E01002066,1848.00
E01002067,1733.00
E01002068,2160.00
E01002069,2254.00
E01002070,2182.00
E01002071,1626.00
E01002072,1923.00
E01002073,1798.00
E01002074,2324.00
E01002075,2214.00
E01002076,2103.00
E01002077,2319.00
E01002078,2327.00
E01002079,1859.00
E01002080,3070.00
E01002081,1941.00
E01002082,1249.00
E01002083,1581.00
E01002084,1661.00
E01002085,2221.00
E01002086,1600.00
E01002087,1707.00
E01002088,1989.00
E01002089,1522.00
E01002090,1641.00
E01002091,1872.00
E01002092,1590.00
E01002093,1924.00
E01002094,1610.00
E01002095,1644.00
E01002096,1661.00
E01002097,1752.00
E01002098,1439.00
E01002099,2229.00
E01002100,2029.00
E01002101,2128.00
E01002102,1938.00
E01002103,2054.00
E01002104,1658.00
E01002105,2291.00
E01002106,2021.00
E01002107,1810.00
E01002108,1820.00
E01002109,1750.00
E01002110,1755.00
E01002111,2271.00
E01002112,1985.00
E01002113,1569.00
E01002114,2004.00
E01002115,1487.00
E01002116,1679.00
E01002117,2647.00
E01002118,1861.00
E01002119,1899.00
E01002120,1387.00
E01002121,1827.00
E01002122,1811.00
E01002123,1754.00
E01002124,1875.00
E01002125,1871.00
E01002126,3020.00
E01002127,1698.00
E01002128,2090.00
E01002129,2259.00
E01002130,2379.00
E01002131,1628.00
E01002132,2256.00
E01002133,2141.00
E01002134,1369.00
E01002135,1837.00
E01002136,1791.00
E01002137,1799.00
E01002138,1548.00
E01002139,1423.00
E01002140,1829.00
E01002141,1767.00
E01002142,1788.00
E01002143,1749.00
E01002144,1528.00
E01002145,1627.00
E01002146,1479.00
E01002147,1353.00
E01002148,1453.00
E01002149,1364.00
E01002150,1962.00
E01002151,1541.00
E01002152,1673.00
E01002153,1837.00
E01002154,1987.00
E01002155,1732.00
E01002156,1500.00
E01002157,1746.00
E01002158,1427.00
E01002159,1863.00
E01002160,2413.00
E01002161,2080.00
E01002162,1886.00
E01002163,1574.00
E01002164,1753.00
E01002165,1824.00
E01002166,1648.00
E01002167,1668.00
E01002168,1563.00
E01002169,1665.00
E01002170,1351.00
E01002171,1784.00
E01002172,1635.00
E01002173,1734.00
E01002174,1640.00
E01002175,1400.00
E01002176,1701.00
E01002177,1414.00
E01002178,1652.00
E01002179,2488.00
E01002180,2310.00
E01002181,1953.00
E01002182,2052.00
E01002183,2163.00
E01002184,2020.00
E01002185,1596.00
E01002186,1761.00
E01002187,1998.00
E01002188,1641.00
E01002189,1813.00
E01002190,1607.00
E01002191,1993.00
E01002192,1596.00
E01002193,1892.00
E01002194,1729.00
E01002195,1645.00
E01002196,1670.00
E01002197,1455.00
E01002198,1843.00
E01002199,1544.00
E01002200,1780.00
E01002201,1711.00
E01002202,2282.00
E01002203,1812.00
E01002204,1825.00
E01002206,1331.00
E01002207,1710.00
E01002208,1302.00
E01002209,1721.00
E01002210,1629.00
E01002211,1450.00
E01002212,1758.00
E01002213,3288.00
E01002214,1847.00
E01002215,1593.00
E01002216,1719.00
E01002217,1758.00
E01002218,1770.00
E01002219,1792.00
E01002220,1601.00
E01002221,1642.00
E01002222,1625.00
E01002223,1743.00
E01002224,1577.00
E01002225,1737.00
E01002226,2257.00
E01002227,1844.00
E01002228,2440.00
E01002229,1896.00
E01002230,1822.00
E01002231,1919.00
E01002232,1975.00
E01002233,2196.00
E01002234,1705.00
E01002235,1913.00
E01002236,1835.00
E01002237,1727.00
E01002238,1885.00
E01002239,1727.00
E01002240,1779.00
E01002241,1707.00
E01002242,1866.00
E01002243,1980.00
E01002244,1817.00
E01002245,1662.00
E01002246,1808.00
E01002247,2073.00
E01002248,1524.00
E01002249,2709.00
E01002250,1796.00
E01002251,1429.00
E01002252,1575.00
E01002253,1582.00
E01002254,1561.00
E01002255,1566.00
E01002256,1540.00
E01002257,1764.00
E01002258,1717.00
E01002259,1472.00
E01002260,1724.00
E01002261,1692.00
E01002262,1764.00
E01002263,1655.00
E01002264,1555.00
E01002265,1389.00
E01002266,1453.00
E01002267,1582.00
E01002268,1467.00
E01002269,1805.00
E01002270,1726.00
E01002271,1524.00
E01002272,1230.00
E01002273,1342.00
E01002274,1650.00
E01002275,1351.00
E01002276,2078.00
E01002277,1535.00
E01002278,1640.00
E01002279,1656.00
E01002280,1622.00
E01002281,1926.00
E01002282,1761.00
E01002283,1593.00
E01002284,1970.00
E01002285,1231.00
E01002286,1628.00
E01002287,1536.00
E01002288,1638.00
E01002289,1671.00
E01002290,1518.00
E01002291,1704.00
E01002292,1579.00
E01002293,1919.00
E01002294,1448.00
E01002295,1801.00
E01002296,1748.00
E01002297,1534.00
E01002298,1609.00
E01002299,1925.00
E01002300,1795.00
E01002301,1588.00
E01002302,1645.00
E01002303,2118.00
E01002304,1486.00
E01002305,1535.00
E01002306,1623.00
E01002307,1753.00
E01002308,1749.00
E01002309,1730.00
E01002310,1744.00
E01002311,1790.00
E01002312,1431.00
E01002313,1964.00
E01002314,1755.00
E01002315,1709.00
E01002316,1791.00
E01002317,1599.00
E01002318,1667.00
E01002319,1707.00
E01002320,1495.00
E01002321,1779.00
E01002322,1999.00
E01002323,1663.00
E01002324,1497.00
E01002325,1838.00
E01002326,1593.00
E01002327,1456.00
E01002328,1711.00
E01002329,1678.00
E01002330,1888.00
E01002331,1583.00
E01002332,1653.00
E01002333,1328.00
E01002334,1722.00
E01002335,1528.00
E01002336,1542.00
E01002337,1303.00
E01002338,1392.00
E01002339,1626.00
E01002340,1406.00
E01002341,1299.00
E01002342,1611.00
E01002343,1750.00
E01002344,1708.00
E01002345,1775.00
E01002346,1539.00
E01002347,1587.00
E01002348,1538.00
E01002349,1484.00
E01002350,1619.00
E01002351,1686.00
E01002352,1822.00
E01002353,2117.00
E01002354,1380.00
E01002355,1487.00
E01002356,2558.00
E01002358,2109.00
E01002359,1312.00
E01002360,1494.00
E01002361,1800.00
E01002362,1517.00
E01002363,1635.00
E01002364,1467.00
E01002365,1377.00
E01002366,1460.00
E01002367,1634.00
E01002368,1789.00
E01002369,1944.00
E01002370,2142.00
E01002371,1681.00
E01002372,1728.00
E01002373,1629.00
E01002374,1629.00
E01002375,1740.00
E01002376,1437.00
E01002377,1739.00
E01002378,1681.00
E01002379,1493.00
E01002380,2406.00
E01002381,1711.00
E01002382,1834.00
E01002383,1685.00
E01002384,1580.00
E01002385,1634.00
E01002386,1974.00
E01002387,1602.00
E01002388,1654.00
E01002389,1466.00
E01002390,1404.00
E01002391,1680.00
E01002392,1919.00
E01002393,2222.00
E01002394,1692.00
E01002395,1370.00
E01002396,1825.00
E01002397,1955.00
E01002398,1843.00
E01002399,1560.00
E01002400,1825.00
E01002401,2044.00
E01002402,1597.00
E01002403,2287.00
E01002404,2009.00
E01002405,2029.00
E01002406,2434.00
E01002407,3180.00
E01002408,1540.00
E01002409,1988.00
E01002410,1762.00
E01002411,1907.00
E01002412,2362.00
E01002413,1580.00
E01002414,4597.00
E01002415,1679.00
E01002416,1749.00
E01002417,1670.00
